MapDate,AreaOfInterest,OT,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,date,start_date,end_date
20160719,Total,55.46,44.54,15.74,5.68,2.39,0.92,2016-07-19,2016-07-25,1,2016-07-19,2016-07-19,2016-07-25
20160712,Total,59.18,40.82,14.82,5.18,2.15,0.92,2016-07-12,2016-07-18,1,2016-07-12,2016-07-12,2016-07-18
20160705,Total,59.31,40.69,14.89,5.05,2.1,0.92,2016-07-05,2016-07-11,1,2016-07-05,2016-07-05,2016-07-11
20160628,Total,59.24,40.76,13.6,4.56,1.97,0.92,2016-06-28,2016-07-04,1,2016-06-28,2016-06-28,2016-07-04
20160621,Total,61.05,38.95,12.45,4.24,1.89,0.92,2016-06-21,2016-06-27,1,2016-06-21,2016-06-21,2016-06-27
20160614,Total,64.55,35.45,11.59,4.0,1.89,0.92,2016-06-14,2016-06-20,1,2016-06-14,2016-06-14,2016-06-20
20160607,Total,68.12,31.88,11.15,3.8,2.06,0.92,2016-06-07,2016-06-13,1,2016-06-07,2016-06-07,2016-06-13
20160531,Total,70.62,29.38,10.74,3.56,2.06,0.92,2016-05-31,2016-06-06,1,2016-05-31,2016-05-31,2016-06-06
20160524,Total,71.17,28.83,11.47,3.68,2.06,0.92,2016-05-24,2016-05-30,1,2016-05-24,2016-05-24,2016-05-30
20160517,Total,71.99,28.01,11.7,4.07,2.06,0.92,2016-05-17,2016-05-23,1,2016-05-17,2016-05-17,2016-05-23
20160510,Total,70.76,29.24,12.3,4.49,2.83,0.92,2016-05-10,2016-05-16,1,2016-05-10,2016-05-10,2016-05-16
20160503,Total,67.86,32.14,12.27,4.64,2.88,0.92,2016-05-03,2016-05-09,1,2016-05-03,2016-05-03,2016-05-09
20160426,Total,63.02,36.98,12.99,5.0,2.88,0.92,2016-04-26,2016-05-02,1,2016-04-26,2016-04-26,2016-05-02
20160419,Total,63.33,36.67,13.04,5.04,2.88,0.92,2016-04-19,2016-04-25,1,2016-04-19,2016-04-19,2016-04-25
20160412,Total,63.38,36.62,14.98,5.19,3.14,1.43,2016-04-12,2016-04-18,1,2016-04-12,2016-04-12,2016-04-18
20160405,Total,65.56,34.44,14.12,5.06,3.14,1.43,2016-04-05,2016-04-11,1,2016-04-05,2016-04-05,2016-04-11
20160329,Total,64.69,35.31,12.76,4.92,3.14,1.56,2016-03-29,2016-04-04,1,2016-03-29,2016-03-29,2016-04-04
20160322,Total,68.16,31.84,12.09,5.11,3.14,1.56,2016-03-22,2016-03-28,1,2016-03-22,2016-03-22,2016-03-28
20160315,Total,69.21,30.79,10.53,5.43,3.14,1.56,2016-03-15,2016-03-21,1,2016-03-15,2016-03-15,2016-03-21
20160308,Total,68.54,31.46,10.53,6.21,3.39,1.83,2016-03-08,2016-03-14,1,2016-03-08,2016-03-08,2016-03-14
20160301,Total,71.41,28.59,12.07,6.51,3.39,1.83,2016-03-01,2016-03-07,1,2016-03-01,2016-03-01,2016-03-07
20160223,Total,73.15,26.85,12.32,6.5,3.39,1.83,2016-02-23,2016-02-29,1,2016-02-23,2016-02-23,2016-02-29
20160216,Total,71.17,28.83,12.7,6.47,3.41,1.83,2016-02-16,2016-02-22,1,2016-02-16,2016-02-16,2016-02-22
20160209,Total,73.73,26.27,12.59,6.57,3.56,1.83,2016-02-09,2016-02-15,1,2016-02-09,2016-02-09,2016-02-15
20160202,Total,73.95,26.05,13.01,7.06,3.86,1.88,2016-02-02,2016-02-08,1,2016-02-02,2016-02-02,2016-02-08
20160126,Total,74.72,25.28,13.0,7.13,3.86,1.91,2016-01-26,2016-02-01,1,2016-01-26,2016-01-26,2016-02-01
20160119,Total,74.1,25.9,13.74,7.13,4.05,2.02,2016-01-19,2016-01-25,1,2016-01-19,2016-01-19,2016-01-25
20160112,Total,73.51,26.49,14.49,8.35,4.32,2.16,2016-01-12,2016-01-18,1,2016-01-12,2016-01-12,2016-01-18
20160105,Total,71.93,28.07,15.42,8.39,4.32,2.26,2016-01-05,2016-01-11,1,2016-01-05,2016-01-05,2016-01-11
20151229,Total,70.64,29.36,15.7,9.67,5.25,2.26,2015-12-29,2016-01-04,1,2015-12-29,2015-12-29,2016-01-04
20151222,Total,70.0,30.0,16.18,10.58,5.51,2.26,2015-12-22,2015-12-28,1,2015-12-22,2015-12-22,2015-12-28
20151215,Total,69.32,30.68,16.42,10.97,5.51,2.26,2015-12-15,2015-12-21,1,2015-12-15,2015-12-15,2015-12-21
20151208,Total,68.87,31.13,16.88,12.0,6.67,2.26,2015-12-08,2015-12-14,1,2015-12-08,2015-12-08,2015-12-14
20151201,Total,67.59,32.41,17.23,12.28,6.98,2.26,2015-12-01,2015-12-07,1,2015-12-01,2015-12-01,2015-12-07
20151124,Total,64.12,35.88,18.34,12.41,7.04,2.26,2015-11-24,2015-11-30,1,2015-11-24,2015-11-24,2015-11-30
20151117,Total,59.79,40.21,19.08,12.45,7.08,2.26,2015-11-17,2015-11-23,1,2015-11-17,2015-11-17,2015-11-23
20151110,Total,58.54,41.46,21.07,12.76,7.08,2.26,2015-11-10,2015-11-16,1,2015-11-10,2015-11-10,2015-11-16
20151103,Total,56.02,43.98,21.9,12.94,7.39,2.27,2015-11-03,2015-11-09,1,2015-11-03,2015-11-03,2015-11-09
20151027,Total,51.33,48.67,25.33,14.41,8.65,2.51,2015-10-27,2015-11-02,1,2015-10-27,2015-10-27,2015-11-02
20151020,Total,46.97,53.03,29.1,19.44,12.06,3.14,2015-10-20,2015-10-26,1,2015-10-20,2015-10-20,2015-10-26
20151013,Total,51.3,48.7,27.3,18.84,11.08,2.73,2015-10-13,2015-10-19,1,2015-10-13,2015-10-13,2015-10-19
20151006,Total,53.08,46.92,26.43,17.96,10.06,2.56,2015-10-06,2015-10-12,1,2015-10-06,2015-10-06,2015-10-12
20150929,Total,47.01,52.99,26.82,16.82,9.58,2.51,2015-09-29,2015-10-05,1,2015-09-29,2015-09-29,2015-10-05
20150922,Total,47.25,52.75,26.93,16.57,9.5,2.51,2015-09-22,2015-09-28,1,2015-09-22,2015-09-22,2015-09-28
20150915,Total,47.52,52.48,28.0,16.4,9.35,2.51,2015-09-15,2015-09-21,1,2015-09-15,2015-09-15,2015-09-21
20150908,Total,48.0,52.0,28.15,16.44,9.14,2.51,2015-09-08,2015-09-14,1,2015-09-08,2015-09-08,2015-09-14
20150901,Total,50.12,49.88,28.4,15.69,8.98,2.51,2015-09-01,2015-09-07,1,2015-09-01,2015-09-01,2015-09-07
20150825,Total,50.78,49.22,27.98,15.15,9.18,2.51,2015-08-25,2015-08-31,1,2015-08-25,2015-08-25,2015-08-31
20150818,Total,50.51,49.49,27.92,15.26,7.88,2.51,2015-08-18,2015-08-24,1,2015-08-18,2015-08-18,2015-08-24
20150811,Total,51.66,48.34,27.52,14.98,7.69,2.51,2015-08-11,2015-08-17,1,2015-08-11,2015-08-11,2015-08-17
20150804,Total,52.98,47.02,26.02,14.62,7.37,2.36,2015-08-04,2015-08-10,1,2015-08-04,2015-08-04,2015-08-10
20150728,Total,55.81,44.19,24.82,14.38,7.36,2.36,2015-07-28,2015-08-03,1,2015-07-28,2015-07-28,2015-08-03
20150721,Total,60.6,39.4,24.91,14.01,6.25,2.36,2015-07-21,2015-07-27,1,2015-07-21,2015-07-21,2015-07-27
20150714,Total,60.6,39.4,25.12,14.64,6.25,2.36,2015-07-14,2015-07-20,1,2015-07-14,2015-07-14,2015-07-20
20150707,Total,59.48,40.52,24.59,14.35,6.24,2.39,2015-07-07,2015-07-13,1,2015-07-07,2015-07-07,2015-07-13
20150630,Total,58.29,41.71,23.25,13.0,5.65,2.39,2015-06-30,2015-07-06,1,2015-06-30,2015-06-30,2015-07-06
20150623,Total,56.96,43.04,21.97,11.96,5.65,2.39,2015-06-23,2015-06-29,1,2015-06-23,2015-06-23,2015-06-29
20150616,Total,59.1,40.9,20.67,11.39,5.65,2.39,2015-06-16,2015-06-22,1,2015-06-16,2015-06-16,2015-06-22
20150609,Total,60.87,39.13,19.52,11.46,5.77,2.56,2015-06-09,2015-06-15,1,2015-06-09,2015-06-09,2015-06-15
20150602,Total,58.21,41.79,20.59,11.86,5.93,2.62,2015-06-02,2015-06-08,1,2015-06-02,2015-06-02,2015-06-08
20150526,Total,53.58,46.42,22.07,11.86,5.8,2.62,2015-05-26,2015-06-01,1,2015-05-26,2015-05-26,2015-06-01
20150519,Total,52.36,47.64,26.4,12.67,5.8,2.62,2015-05-19,2015-05-25,1,2015-05-19,2015-05-19,2015-05-25
20150512,Total,49.32,50.68,28.97,14.77,6.01,2.62,2015-05-12,2015-05-18,1,2015-05-12,2015-05-12,2015-05-18
20150505,Total,49.38,50.62,31.61,17.01,6.57,2.83,2015-05-05,2015-05-11,1,2015-05-05,2015-05-05,2015-05-11
20150428,Total,51.49,48.51,31.3,16.74,6.77,2.85,2015-04-28,2015-05-04,1,2015-04-28,2015-04-28,2015-05-04
20150421,Total,51.38,48.62,31.06,15.85,7.16,2.97,2015-04-21,2015-04-27,1,2015-04-21,2015-04-21,2015-04-27
20150414,Total,46.9,53.1,31.34,15.99,7.6,2.97,2015-04-14,2015-04-20,1,2015-04-14,2015-04-14,2015-04-20
20150407,Total,45.03,54.97,30.89,16.01,7.64,3.03,2015-04-07,2015-04-13,1,2015-04-07,2015-04-07,2015-04-13
20150331,Total,46.04,53.96,30.83,15.54,7.49,2.79,2015-03-31,2015-04-06,1,2015-03-31,2015-03-31,2015-04-06
20150324,Total,48.68,51.32,28.93,14.18,7.36,2.79,2015-03-24,2015-03-30,1,2015-03-24,2015-03-24,2015-03-30
20150317,Total,49.89,50.11,29.06,13.57,7.2,2.65,2015-03-17,2015-03-23,1,2015-03-17,2015-03-17,2015-03-23
20150310,Total,50.98,49.02,26.45,13.14,7.01,2.65,2015-03-10,2015-03-16,1,2015-03-10,2015-03-10,2015-03-16
20150303,Total,50.55,49.45,26.73,13.08,7.05,2.68,2015-03-03,2015-03-09,1,2015-03-03,2015-03-03,2015-03-09
20150224,Total,50.11,49.89,27.52,13.72,7.37,2.76,2015-02-24,2015-03-02,1,2015-02-24,2015-02-24,2015-03-02
20150217,Total,49.58,50.42,26.93,13.74,7.19,2.81,2015-02-17,2015-02-23,1,2015-02-17,2015-02-17,2015-02-23
20150210,Total,55.97,44.03,24.32,13.52,7.09,2.73,2015-02-10,2015-02-16,1,2015-02-10,2015-02-10,2015-02-16
20150203,Total,58.34,41.66,23.85,13.41,7.41,2.61,2015-02-03,2015-02-09,1,2015-02-03,2015-02-03,2015-02-09
20150127,Total,56.61,43.39,23.97,14.06,7.48,2.63,2015-01-27,2015-02-02,1,2015-01-27,2015-01-27,2015-02-02
20150120,Total,61.05,38.95,23.63,14.18,7.42,2.43,2015-01-20,2015-01-26,1,2015-01-20,2015-01-20,2015-01-26
20150113,Total,62.59,37.41,23.37,13.91,7.4,2.42,2015-01-13,2015-01-19,1,2015-01-13,2015-01-13,2015-01-19
20150106,Total,62.98,37.02,23.48,14.0,7.39,2.07,2015-01-06,2015-01-12,1,2015-01-06,2015-01-06,2015-01-12
20141230,Total,60.84,39.16,23.97,14.14,7.49,2.12,2014-12-30,2015-01-05,1,2014-12-30,2014-12-30,2015-01-05
20141223,Total,57.99,42.01,25.04,14.36,7.39,2.11,2014-12-23,2014-12-29,1,2014-12-23,2014-12-23,2014-12-29
20141216,Total,58.41,41.59,25.11,14.43,7.39,2.08,2014-12-16,2014-12-22,1,2014-12-16,2014-12-16,2014-12-22
20141209,Total,59.27,40.73,24.94,14.28,7.47,3.09,2014-12-09,2014-12-15,1,2014-12-09,2014-12-09,2014-12-15
20141202,Total,60.08,39.92,24.35,14.12,7.36,3.07,2014-12-02,2014-12-08,1,2014-12-02,2014-12-02,2014-12-08
20141125,Total,60.49,39.51,24.16,14.05,7.29,3.07,2014-11-25,2014-12-01,1,2014-11-25,2014-11-25,2014-12-01
20141118,Total,60.54,39.46,24.61,14.32,7.37,3.17,2014-11-18,2014-11-24,1,2014-11-18,2014-11-18,2014-11-24
20141111,Total,60.89,39.11,24.73,14.43,7.37,3.17,2014-11-11,2014-11-17,1,2014-11-11,2014-11-11,2014-11-17
20141104,Total,62.16,37.84,24.95,14.79,7.44,3.18,2014-11-04,2014-11-10,1,2014-11-04,2014-11-04,2014-11-10
20141028,Total,63.64,36.36,24.74,15.05,7.66,3.33,2014-10-28,2014-11-03,1,2014-10-28,2014-10-28,2014-11-03
20141021,Total,63.34,36.66,24.9,15.07,7.59,3.24,2014-10-21,2014-10-27,1,2014-10-21,2014-10-21,2014-10-27
20141014,Total,62.83,37.17,24.89,15.15,7.77,3.24,2014-10-14,2014-10-20,1,2014-10-14,2014-10-14,2014-10-20
20141007,Total,60.65,39.35,25.5,15.59,7.9,3.24,2014-10-07,2014-10-13,1,2014-10-07,2014-10-07,2014-10-13
20140930,Total,59.89,40.11,25.55,15.59,7.87,3.22,2014-09-30,2014-10-06,1,2014-09-30,2014-09-30,2014-10-06
20140923,Total,61.81,38.19,25.59,15.37,7.74,3.11,2014-09-23,2014-09-29,1,2014-09-23,2014-09-23,2014-09-29
20140916,Total,62.13,37.87,26.0,16.67,7.79,3.11,2014-09-16,2014-09-22,1,2014-09-16,2014-09-16,2014-09-22
20140909,Total,61.46,38.54,26.13,16.97,7.91,3.09,2014-09-09,2014-09-15,1,2014-09-09,2014-09-09,2014-09-15
20140902,Total,60.84,39.16,27.4,17.49,8.28,3.18,2014-09-02,2014-09-08,1,2014-09-02,2014-09-02,2014-09-08
20140826,Total,60.07,39.93,28.3,18.01,8.42,3.18,2014-08-26,2014-09-01,1,2014-08-26,2014-08-26,2014-09-01
20140819,Total,59.8,40.2,28.05,18.07,8.45,3.18,2014-08-19,2014-08-25,1,2014-08-19,2014-08-19,2014-08-25
20140812,Total,60.54,39.46,28.09,18.41,8.55,3.17,2014-08-12,2014-08-18,1,2014-08-12,2014-08-12,2014-08-18
20140805,Total,60.19,39.81,28.36,18.54,8.52,3.21,2014-08-05,2014-08-11,1,2014-08-05,2014-08-05,2014-08-11
20140729,Total,60.2,39.8,28.47,19.02,8.86,3.26,2014-07-29,2014-08-04,1,2014-07-29,2014-07-29,2014-08-04
20140722,Total,61.3,38.7,28.1,19.93,9.4,2.33,2014-07-22,2014-07-28,1,2014-07-22,2014-07-22,2014-07-28
20140715,Total,61.98,38.02,28.55,20.15,9.92,2.39,2014-07-15,2014-07-21,1,2014-07-15,2014-07-15,2014-07-21
20140708,Total,61.91,38.09,28.63,20.84,10.04,2.45,2014-07-08,2014-07-14,1,2014-07-08,2014-07-08,2014-07-14
20140701,Total,62.81,37.19,28.42,20.89,10.01,2.49,2014-07-01,2014-07-07,1,2014-07-01,2014-07-01,2014-07-07
20140624,Total,58.58,41.42,29.27,20.74,9.38,2.43,2014-06-24,2014-06-30,1,2014-06-24,2014-06-24,2014-06-30
20140617,Total,58.64,41.36,29.7,21.25,9.72,2.62,2014-06-17,2014-06-23,1,2014-06-17,2014-06-17,2014-06-23
20140610,Total,57.95,42.05,30.2,21.7,10.17,2.24,2014-06-10,2014-06-16,1,2014-06-10,2014-06-10,2014-06-16
20140603,Total,56.43,43.57,31.18,22.79,11.06,2.53,2014-06-03,2014-06-09,1,2014-06-03,2014-06-03,2014-06-09
20140527,Total,59.47,40.53,31.69,23.16,11.4,2.8,2014-05-27,2014-06-02,1,2014-05-27,2014-05-27,2014-06-02
20140520,Total,59.66,40.34,31.85,23.64,12.09,4.17,2014-05-20,2014-05-26,1,2014-05-20,2014-05-20,2014-05-26
20140513,Total,58.73,41.27,31.82,23.43,11.7,3.73,2014-05-13,2014-05-19,1,2014-05-13,2014-05-13,2014-05-19
20140506,Total,57.15,42.85,33.47,23.68,12.11,3.72,2014-05-06,2014-05-12,1,2014-05-06,2014-05-06,2014-05-12
20140429,Total,58.7,41.3,32.11,22.36,10.66,3.24,2014-04-29,2014-05-05,1,2014-04-29,2014-04-29,2014-05-05
20140422,Total,57.61,42.39,32.11,21.89,9.59,2.73,2014-04-22,2014-04-28,1,2014-04-22,2014-04-22,2014-04-28
20140415,Total,59.04,40.96,31.65,21.06,8.44,2.36,2014-04-15,2014-04-21,1,2014-04-15,2014-04-15,2014-04-21
20140408,Total,57.99,42.01,31.74,20.24,8.25,2.11,2014-04-08,2014-04-14,1,2014-04-08,2014-04-08,2014-04-14
20140401,Total,55.31,44.69,32.09,20.16,8.19,1.82,2014-04-01,2014-04-07,1,2014-04-01,2014-04-01,2014-04-07
20140325,Total,56.07,43.93,32.0,19.29,8.1,1.75,2014-03-25,2014-03-31,1,2014-03-25,2014-03-25,2014-03-31
20140318,Total,56.47,43.53,31.34,18.61,7.07,1.37,2014-03-18,2014-03-24,1,2014-03-18,2014-03-18,2014-03-24
20140311,Total,53.96,46.04,29.96,18.14,6.43,1.39,2014-03-11,2014-03-17,1,2014-03-11,2014-03-11,2014-03-17
20140304,Total,53.22,46.78,30.05,18.02,6.19,1.32,2014-03-04,2014-03-10,1,2014-03-04,2014-03-04,2014-03-10
20140225,Total,52.69,47.31,30.25,18.0,6.39,1.47,2014-02-25,2014-03-03,1,2014-02-25,2014-02-25,2014-03-03
20140218,Total,53.44,46.56,29.96,17.77,6.06,0.95,2014-02-18,2014-02-24,1,2014-02-18,2014-02-18,2014-02-24
20140211,Total,51.55,48.45,31.52,17.89,5.74,0.74,2014-02-11,2014-02-17,1,2014-02-11,2014-02-11,2014-02-17
20140204,Total,50.64,49.36,31.35,17.42,6.16,0.74,2014-02-04,2014-02-10,1,2014-02-04,2014-02-04,2014-02-10
20140128,Total,50.89,49.11,30.63,17.38,6.05,0.7,2014-01-28,2014-02-03,1,2014-01-28,2014-01-28,2014-02-03
20140121,Total,53.3,46.7,28.91,15.94,5.36,0.31,2014-01-21,2014-01-27,1,2014-01-21,2014-01-21,2014-01-27
20140114,Total,53.97,46.03,28.88,15.94,5.36,0.31,2014-01-14,2014-01-20,1,2014-01-14,2014-01-14,2014-01-20
20140107,Total,52.89,47.11,27.9,14.34,3.46,0.31,2014-01-07,2014-01-13,1,2014-01-07,2014-01-07,2014-01-13
20131231,Total,54.2,45.8,26.02,13.96,3.31,0.31,2013-12-31,2014-01-06,1,2013-12-31,2013-12-31,2014-01-06
20131224,Total,53.03,46.97,26.15,13.94,3.34,0.31,2013-12-24,2013-12-30,1,2013-12-24,2013-12-24,2013-12-30
20131217,Total,50.16,49.84,26.48,13.93,3.26,0.34,2013-12-17,2013-12-23,1,2013-12-17,2013-12-17,2013-12-23
20131210,Total,51.08,48.92,25.47,13.71,3.19,0.32,2013-12-10,2013-12-16,1,2013-12-10,2013-12-10,2013-12-16
20131203,Total,51.11,48.89,25.72,13.82,3.2,0.32,2013-12-03,2013-12-09,1,2013-12-03,2013-12-03,2013-12-09
20131126,Total,49.23,50.77,26.47,13.81,3.18,0.32,2013-11-26,2013-12-02,1,2013-11-26,2013-11-26,2013-12-02
20131119,Total,47.08,52.92,28.04,14.5,3.27,0.31,2013-11-19,2013-11-25,1,2013-11-19,2013-11-19,2013-11-25
20131112,Total,47.89,52.11,29.33,14.46,2.49,0.28,2013-11-12,2013-11-18,1,2013-11-12,2013-11-12,2013-11-18
20131105,Total,48.65,51.35,29.72,14.61,2.45,0.28,2013-11-05,2013-11-11,1,2013-11-05,2013-11-05,2013-11-11
20131029,Total,48.03,51.97,31.77,15.13,2.37,0.25,2013-10-29,2013-11-04,1,2013-10-29,2013-10-29,2013-11-04
20131022,Total,48.79,51.21,32.03,15.18,2.36,0.25,2013-10-22,2013-10-28,1,2013-10-22,2013-10-22,2013-10-28
20131015,Total,48.95,51.05,33.45,15.18,2.31,0.24,2013-10-15,2013-10-21,1,2013-10-15,2013-10-15,2013-10-21
20131008,Total,46.44,53.56,35.02,16.41,2.44,0.24,2013-10-08,2013-10-14,1,2013-10-08,2013-10-08,2013-10-14
20131001,Total,44.21,55.79,37.21,17.33,2.56,0.24,2013-10-01,2013-10-07,1,2013-10-01,2013-10-01,2013-10-07
20130924,Total,42.64,57.36,40.88,21.72,3.62,0.26,2013-09-24,2013-09-30,1,2013-09-24,2013-09-24,2013-09-30
20130917,Total,40.85,59.15,43.15,24.25,5.73,0.36,2013-09-17,2013-09-23,1,2013-09-17,2013-09-17,2013-09-23
20130910,Total,38.63,61.37,45.84,28.64,8.48,1.04,2013-09-10,2013-09-16,1,2013-09-10,2013-09-10,2013-09-16
20130903,Total,40.33,59.67,45.31,27.89,8.24,1.05,2013-09-03,2013-09-09,1,2013-09-03,2013-09-03,2013-09-09
20130827,Total,39.1,60.9,46.35,29.03,8.81,1.1,2013-08-27,2013-09-02,1,2013-08-27,2013-08-27,2013-09-02
20130820,Total,41.08,58.92,42.65,28.08,8.81,1.1,2013-08-20,2013-08-26,1,2013-08-20,2013-08-20,2013-08-26
20130813,Total,43.31,56.69,41.56,26.7,9.84,1.7,2013-08-13,2013-08-19,1,2013-08-13,2013-08-13,2013-08-19
20130806,Total,43.22,56.78,41.38,27.32,10.01,2.32,2013-08-06,2013-08-12,1,2013-08-06,2013-08-06,2013-08-12
20130730,Total,43.36,56.64,41.5,27.42,9.87,2.65,2013-07-30,2013-08-05,1,2013-07-30,2013-07-30,2013-08-05
20130723,Total,42.47,57.53,42.26,28.2,10.48,3.2,2013-07-23,2013-07-29,1,2013-07-23,2013-07-23,2013-07-29
20130716,Total,46.45,53.55,41.02,28.66,11.15,3.63,2013-07-16,2013-07-22,1,2013-07-16,2013-07-16,2013-07-22
20130709,Total,48.14,51.86,39.96,28.1,11.57,3.9,2013-07-09,2013-07-15,1,2013-07-09,2013-07-09,2013-07-15
20130702,Total,49.39,50.61,39.29,27.54,11.34,3.91,2013-07-02,2013-07-08,1,2013-07-02,2013-07-02,2013-07-08
20130625,Total,49.4,50.6,38.12,26.79,10.98,3.65,2013-06-25,2013-07-01,1,2013-06-25,2013-06-25,2013-07-01
20130618,Total,51.87,48.13,37.76,25.11,10.54,3.66,2013-06-18,2013-06-24,1,2013-06-18,2013-06-18,2013-06-24
20130611,Total,52.04,47.96,37.22,23.77,9.49,3.92,2013-06-11,2013-06-17,1,2013-06-11,2013-06-11,2013-06-17
20130604,Total,50.44,49.56,37.2,23.82,9.56,4.0,2013-06-04,2013-06-10,1,2013-06-04,2013-06-04,2013-06-10
20130528,Total,48.81,51.19,37.4,24.73,9.82,3.96,2013-05-28,2013-06-03,1,2013-05-28,2013-05-28,2013-06-03
20130521,Total,45.41,54.59,38.85,26.06,10.56,4.13,2013-05-21,2013-05-27,1,2013-05-21,2013-05-21,2013-05-27
20130514,Total,44.75,55.25,40.18,27.02,11.4,3.68,2013-05-14,2013-05-20,1,2013-05-14,2013-05-14,2013-05-20
20130507,Total,44.17,55.83,40.52,27.51,11.81,3.66,2013-05-07,2013-05-13,1,2013-05-07,2013-05-07,2013-05-13
20130430,Total,45.16,54.84,39.55,27.38,11.67,2.84,2013-04-30,2013-05-06,1,2013-04-30,2013-04-30,2013-05-06
20130423,Total,43.26,56.74,39.92,26.56,12.31,2.17,2013-04-23,2013-04-29,1,2013-04-23,2013-04-23,2013-04-29
20130416,Total,42.03,57.97,40.32,26.85,12.18,2.15,2013-04-16,2013-04-22,1,2013-04-16,2013-04-16,2013-04-22
20130409,Total,37.06,62.94,42.83,29.38,13.97,2.82,2013-04-09,2013-04-15,1,2013-04-09,2013-04-09,2013-04-15
20130402,Total,35.37,64.63,43.74,29.53,14.32,4.35,2013-04-02,2013-04-08,1,2013-04-02,2013-04-02,2013-04-08
20130326,Total,36.76,63.24,43.51,29.45,14.09,4.26,2013-03-26,2013-04-01,1,2013-03-26,2013-03-26,2013-04-01
20130319,Total,36.59,63.41,43.7,29.67,14.08,4.51,2013-03-19,2013-03-25,1,2013-03-19,2013-03-19,2013-03-25
20130312,Total,37.93,62.07,43.3,29.24,13.8,4.41,2013-03-12,2013-03-18,1,2013-03-12,2013-03-12,2013-03-18
20130305,Total,36.44,63.56,44.93,30.49,14.25,4.55,2013-03-05,2013-03-11,1,2013-03-05,2013-03-05,2013-03-11
20130226,Total,35.09,64.91,45.63,30.42,14.18,4.55,2013-02-26,2013-03-04,1,2013-02-26,2013-02-26,2013-03-04
20130219,Total,34.7,65.3,47.01,31.31,15.6,5.57,2013-02-19,2013-02-25,1,2013-02-19,2013-02-19,2013-02-25
20130212,Total,35.49,64.51,46.94,31.58,14.81,5.52,2013-02-12,2013-02-18,1,2013-02-12,2013-02-12,2013-02-18
20130205,Total,33.76,66.24,47.86,33.58,15.97,5.72,2013-02-05,2013-02-11,1,2013-02-05,2013-02-05,2013-02-11
20130129,Total,31.13,68.87,48.59,33.99,16.19,5.32,2013-01-29,2013-02-04,1,2013-01-29,2013-01-29,2013-02-04
20130122,Total,31.09,68.91,48.55,33.53,16.15,5.31,2013-01-22,2013-01-28,1,2013-01-22,2013-01-22,2013-01-28
20130115,Total,30.78,69.22,49.58,33.72,16.22,5.27,2013-01-15,2013-01-21,1,2013-01-15,2013-01-15,2013-01-21
20130108,Total,29.45,70.55,50.74,34.89,17.4,5.6,2013-01-08,2013-01-14,1,2013-01-08,2013-01-08,2013-01-14
20130101,Total,28.56,71.44,51.45,35.18,17.82,5.64,2013-01-01,2013-01-07,1,2013-01-01,2013-01-01,2013-01-07
20121225,Total,27.68,72.32,51.76,35.52,18.06,5.62,2012-12-25,2012-12-31,1,2012-12-25,2012-12-25,2012-12-31
20121218,Total,30.65,69.35,51.74,35.56,18.12,5.54,2012-12-18,2012-12-24,1,2012-12-18,2012-12-18,2012-12-24
20121211,Total,30.56,69.44,51.82,35.63,17.62,5.43,2012-12-11,2012-12-17,1,2012-12-11,2012-12-11,2012-12-17
20121204,Total,28.65,71.35,52.24,35.32,17.25,5.43,2012-12-04,2012-12-10,1,2012-12-04,2012-12-04,2012-12-10
20121127,Total,28.81,71.19,52.44,34.76,16.83,5.34,2012-11-27,2012-12-03,1,2012-11-27,2012-11-27,2012-12-03
20121120,Total,33.44,66.56,50.31,31.67,15.93,5.24,2012-11-20,2012-11-26,1,2012-11-20,2012-11-20,2012-11-26
20121113,Total,34.54,65.46,49.25,30.11,15.31,5.02,2012-11-13,2012-11-19,1,2012-11-13,2012-11-13,2012-11-19
20121106,Total,34.48,65.52,49.8,31.85,16.19,5.16,2012-11-06,2012-11-12,1,2012-11-06,2012-11-06,2012-11-12
20121030,Total,34.22,65.78,50.36,32.02,15.93,4.92,2012-10-30,2012-11-05,1,2012-10-30,2012-10-30,2012-11-05
20121023,Total,32.98,67.02,51.72,32.33,16.33,4.88,2012-10-23,2012-10-29,1,2012-10-23,2012-10-23,2012-10-29
20121016,Total,32.45,67.55,52.22,32.49,15.96,4.88,2012-10-16,2012-10-22,1,2012-10-16,2012-10-16,2012-10-22
20121009,Total,30.99,69.01,53.18,33.39,16.86,5.17,2012-10-09,2012-10-15,1,2012-10-09,2012-10-09,2012-10-15
20121002,Total,31.69,68.31,54.05,33.52,16.83,5.07,2012-10-02,2012-10-08,1,2012-10-02,2012-10-02,2012-10-08
20120925,Total,31.1,68.9,54.78,35.24,17.97,5.12,2012-09-25,2012-10-01,1,2012-09-25,2012-09-25,2012-10-01
20120918,Total,29.8,70.2,54.26,34.36,17.35,4.98,2012-09-18,2012-09-24,1,2012-09-18,2012-09-18,2012-09-24
20120911,Total,29.48,70.52,53.7,34.98,17.64,5.2,2012-09-11,2012-09-17,1,2012-09-11,2012-09-11,2012-09-17
20120904,Total,30.37,69.63,53.07,35.54,17.94,5.13,2012-09-04,2012-09-10,1,2012-09-04,2012-09-04,2012-09-10
20120828,Total,30.18,69.82,52.64,35.42,19.38,5.05,2012-08-28,2012-09-03,1,2012-08-28,2012-08-28,2012-09-03
