CBSA,CBSA Code,date,OT,Category,Defining Parameter,Defining Site,Number of Sites Reporting,start_date,end_date
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-18,108,Unhealthy for Sensitive Groups,Ozone,36-103-0002,33,2004-06-18,2004-06-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-19,66,Moderate,PM2.5,36-081-0124,33,2004-06-19,2004-06-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-20,45,Good,Ozone,34-025-0005,52,2004-06-20,2004-06-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-21,105,Unhealthy for Sensitive Groups,Ozone,36-085-0067,32,2004-06-21,2004-06-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-22,93,Moderate,Ozone,34-029-0006,33,2004-06-22,2004-06-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-23,122,Unhealthy for Sensitive Groups,Ozone,34-029-0006,51,2004-06-23,2004-06-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-24,159,Unhealthy,Ozone,34-019-0001,31,2004-06-24,2004-06-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-25,93,Moderate,Ozone,34-019-0001,32,2004-06-25,2004-06-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-26,66,Moderate,PM2.5,36-061-0056,54,2004-06-26,2004-06-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-27,87,Moderate,Ozone,34-029-0006,31,2004-06-27,2004-06-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-28,97,Moderate,Ozone,34-029-0006,32,2004-06-28,2004-06-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-29,87,Moderate,Ozone,36-103-0009,46,2004-06-29,2004-06-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-06-30,150,Unhealthy for Sensitive Groups,Ozone,34-029-0006,33,2004-06-30,2004-06-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-01,150,Unhealthy for Sensitive Groups,Ozone,34-019-0001,32,2004-07-01,2004-07-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-02,151,Unhealthy,Ozone,34-029-0006,51,2004-07-02,2004-07-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-03,97,Moderate,Ozone,34-029-0006,32,2004-07-03,2004-07-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-04,93,Moderate,Ozone,36-071-5001,32,2004-07-04,2004-07-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-05,97,Moderate,Ozone,34-029-0006,48,2004-07-05,2004-07-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-06,44,Good,Ozone,34-029-0006,31,2004-07-06,2004-07-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-07,119,Unhealthy for Sensitive Groups,Ozone,34-019-0001,32,2004-07-07,2004-07-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-08,136,Unhealthy for Sensitive Groups,Ozone,34-029-0006,55,2004-07-08,2004-07-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-09,58,Moderate,Ozone,34-029-0006,31,2004-07-09,2004-07-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-10,87,Moderate,Ozone,34-029-0006,32,2004-07-10,2004-07-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-11,84,Moderate,Ozone,34-029-0006,51,2004-07-11,2004-07-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-12,60,Moderate,PM2.5,34-039-0004,32,2004-07-12,2004-07-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-13,42,Good,Ozone,36-103-0009,32,2004-07-13,2004-07-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-14,65,Moderate,PM2.5,34-039-0004,53,2004-07-14,2004-07-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-15,51,Moderate,Ozone,36-103-0009,32,2004-07-15,2004-07-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-16,51,Moderate,PM2.5,34-039-0004,31,2004-07-16,2004-07-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-17,93,Moderate,Ozone,36-085-0067,49,2004-07-17,2004-07-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-18,91,Moderate,PM2.5,36-005-0110,32,2004-07-18,2004-07-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-19,71,Moderate,Ozone,34-029-0006,32,2004-07-19,2004-07-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-20,140,Unhealthy for Sensitive Groups,Ozone,34-029-0006,50,2004-07-20,2004-07-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-21,161,Unhealthy,Ozone,36-103-0002,31,2004-07-21,2004-07-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-22,192,Unhealthy,Ozone,36-079-0005,32,2004-07-22,2004-07-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-23,127,Unhealthy for Sensitive Groups,PM2.5,34-039-0004,51,2004-07-23,2004-07-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-24,52,Moderate,PM2.5,34-039-0004,32,2004-07-24,2004-07-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-25,41,Good,NO2,36-061-0056,32,2004-07-25,2004-07-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-26,58,Moderate,Ozone,34-031-5001,53,2004-07-26,2004-07-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-27,43,Good,PM2.5,34-039-0004,32,2004-07-27,2004-07-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-28,60,Moderate,PM2.5,34-039-0004,32,2004-07-28,2004-07-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-29,119,Unhealthy for Sensitive Groups,Ozone,36-103-0009,51,2004-07-29,2004-07-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-30,71,Moderate,PM2.5,34-039-0004,32,2004-07-30,2004-07-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-07-31,37,Good,Ozone,36-071-5001,32,2004-07-31,2004-07-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-01,59,Moderate,PM2.5,36-071-0002,53,2004-08-01,2004-08-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-02,105,Unhealthy for Sensitive Groups,Ozone,34-003-0005,31,2004-08-02,2004-08-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-03,101,Unhealthy for Sensitive Groups,Ozone,36-079-0005,31,2004-08-03,2004-08-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-04,185,Unhealthy,Ozone,34-025-0005,50,2004-08-04,2004-08-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-05,42,Good,NO2,36-061-0056,32,2004-08-05,2004-08-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-06,42,Good,Ozone,36-103-0009,32,2004-08-06,2004-08-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-07,34,Good,Ozone,36-103-0009,54,2004-08-07,2004-08-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-08,46,Good,Ozone,34-029-0006,32,2004-08-08,2004-08-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-09,68,Moderate,NO2,36-005-0110,31,2004-08-09,2004-08-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-10,133,Unhealthy for Sensitive Groups,Ozone,36-079-0005,50,2004-08-10,2004-08-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-11,81,Moderate,PM2.5,34-039-0004,32,2004-08-11,2004-08-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-12,66,Moderate,PM2.5,34-039-0004,30,2004-08-12,2004-08-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-13,56,Moderate,PM2.5,34-039-0004,53,2004-08-13,2004-08-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-14,57,Moderate,PM2.5,34-039-0004,31,2004-08-14,2004-08-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-15,44,Good,NO2,36-061-0056,31,2004-08-15,2004-08-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-16,67,Moderate,PM2.5,34-039-2003,49,2004-08-16,2004-08-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-17,61,Moderate,Ozone,34-029-0006,31,2004-08-17,2004-08-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-18,96,Moderate,PM2.5,34-039-0004,31,2004-08-18,2004-08-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-19,81,Moderate,PM2.5,34-039-0004,54,2004-08-19,2004-08-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-20,143,Unhealthy for Sensitive Groups,Ozone,36-085-0067,31,2004-08-20,2004-08-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-21,75,Moderate,PM2.5,34-039-0004,32,2004-08-21,2004-08-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-22,51,Moderate,Ozone,34-023-0011,51,2004-08-22,2004-08-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-23,140,Unhealthy for Sensitive Groups,Ozone,34-029-0006,32,2004-08-23,2004-08-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-24,67,Moderate,PM2.5,34-039-0004,32,2004-08-24,2004-08-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-25,58,Moderate,Ozone,36-079-0005,55,2004-08-25,2004-08-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-26,46,Good,PM2.5,34-039-0004,32,2004-08-26,2004-08-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-27,80,Moderate,Ozone,34-023-0011,31,2004-08-27,2004-08-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-28,100,Moderate,Ozone,36-119-2004,51,2004-08-28,2004-08-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-29,87,Moderate,Ozone,36-027-0007,32,2004-08-29,2004-08-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-30,32,Good,NO2,36-061-0056,31,2004-08-30,2004-08-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-08-31,42,Good,NO2,36-061-0056,53,2004-08-31,2004-08-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-01,58,Moderate,Ozone,36-103-0004,32,2004-09-01,2004-09-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-02,43,Good,NO2,34-039-0004,31,2004-09-02,2004-09-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-03,58,Moderate,Ozone,34-023-0011,49,2004-09-03,2004-09-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-04,140,Unhealthy for Sensitive Groups,Ozone,36-103-0002,31,2004-09-04,2004-09-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-05,49,Good,NO2,34-039-0004,31,2004-09-05,2004-09-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-06,37,Good,Ozone,36-071-5001,54,2004-09-06,2004-09-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-07,53,Moderate,PM2.5,34-039-0004,31,2004-09-07,2004-09-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-08,43,Good,PM2.5,34-039-0004,31,2004-09-08,2004-09-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-09,50,Good,PM2.5,34-039-0004,50,2004-09-09,2004-09-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-10,43,Good,Ozone,34-029-0006,32,2004-09-10,2004-09-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-11,48,Good,NO2,36-005-0110,31,2004-09-11,2004-09-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-12,90,Moderate,Ozone,34-025-0005,52,2004-09-12,2004-09-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-13,119,Unhealthy for Sensitive Groups,Ozone,34-029-0006,31,2004-09-13,2004-09-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-14,40,Good,NO2,34-039-0004,32,2004-09-14,2004-09-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-15,49,Good,PM2.5,34-017-1003,49,2004-09-15,2004-09-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-16,58,Moderate,PM2.5,34-039-0004,33,2004-09-16,2004-09-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-17,76,Moderate,PM2.5,36-005-0110,33,2004-09-17,2004-09-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-18,38,Good,Ozone,36-119-2004,54,2004-09-18,2004-09-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-19,29,Good,Ozone,34-029-0006,33,2004-09-19,2004-09-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-20,39,Good,NO2,36-061-0056,33,2004-09-20,2004-09-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-21,65,Moderate,NO2,36-061-0056,50,2004-09-21,2004-09-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-22,105,Unhealthy for Sensitive Groups,Ozone,34-029-0006,32,2004-09-22,2004-09-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-23,97,Moderate,Ozone,34-029-0006,33,2004-09-23,2004-09-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-24,58,Moderate,PM2.5,34-039-0004,56,2004-09-24,2004-09-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-25,59,Moderate,PM2.5,36-005-0110,33,2004-09-25,2004-09-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-26,65,Moderate,PM2.5,36-081-0124,33,2004-09-26,2004-09-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-27,68,Moderate,PM2.5,36-061-0062,50,2004-09-27,2004-09-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-28,51,Moderate,PM2.5,34-039-0004,33,2004-09-28,2004-09-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-29,46,Good,PM2.5,36-005-0110,33,2004-09-29,2004-09-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-09-30,56,Moderate,PM2.5,34-039-0004,55,2004-09-30,2004-09-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-01,62,Moderate,PM2.5,36-005-0110,33,2004-10-01,2004-10-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-02,63,Moderate,PM2.5,34-039-0004,33,2004-10-02,2004-10-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-03,42,Good,NO2,36-081-0124,51,2004-10-03,2004-10-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-04,60,Moderate,NO2,36-081-0124,33,2004-10-04,2004-10-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-05,34,Good,NO2,36-061-0056,32,2004-10-05,2004-10-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-06,52,Moderate,PM2.5,34-039-0004,53,2004-10-06,2004-10-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-07,77,Moderate,NO2,34-017-0006,32,2004-10-07,2004-10-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-08,104,Unhealthy for Sensitive Groups,NO2,34-039-0004,32,2004-10-08,2004-10-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-09,83,Moderate,PM2.5,34-039-0004,50,2004-10-09,2004-10-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-10,82,Moderate,PM2.5,36-005-0110,31,2004-10-10,2004-10-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-11,30,Good,Ozone,36-071-5001,31,2004-10-11,2004-10-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-12,43,Good,PM2.5,36-005-0110,53,2004-10-12,2004-10-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-13,60,Moderate,NO2,36-061-0056,27,2004-10-13,2004-10-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-14,62,Moderate,PM2.5,36-005-0110,29,2004-10-14,2004-10-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-15,96,Moderate,NO2,34-013-1003,49,2004-10-15,2004-10-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-16,35,Good,NO2,36-061-0056,32,2004-10-16,2004-10-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-17,31,Good,PM2.5,34-039-0004,32,2004-10-17,2004-10-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-18,44,Good,PM2.5,36-061-0062,53,2004-10-18,2004-10-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-19,36,Good,PM2.5,34-039-0004,33,2004-10-19,2004-10-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-20,42,Good,PM2.5,34-039-0004,30,2004-10-20,2004-10-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-21,54,Moderate,PM2.5,36-061-0128,48,2004-10-21,2004-10-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-22,30,Good,NO2,36-061-0056,31,2004-10-22,2004-10-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-23,34,Good,NO2,36-071-5001,32,2004-10-23,2004-10-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-24,45,Good,PM2.5,36-061-0128,53,2004-10-24,2004-10-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-25,53,Moderate,PM2.5,34-039-0004,31,2004-10-25,2004-10-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-26,51,Moderate,PM2.5,34-039-0004,31,2004-10-26,2004-10-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-27,53,Moderate,PM2.5,36-085-0055,47,2004-10-27,2004-10-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-28,55,Moderate,NO2,34-013-1003,32,2004-10-28,2004-10-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-29,56,Moderate,PM2.5,34-039-0004,32,2004-10-29,2004-10-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-30,87,Moderate,PM2.5,34-039-0004,50,2004-10-30,2004-10-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-10-31,59,Moderate,PM2.5,34-039-0004,31,2004-10-31,2004-10-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-01,35,Good,NO2,36-061-0056,31,2004-11-01,2004-11-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-02,40,Good,PM2.5,36-005-0080,45,2004-11-02,2004-11-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-03,41,Good,NO2,36-061-0056,26,2004-11-03,2004-11-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-04,49,Good,NO2,34-017-0006,24,2004-11-04,2004-11-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-05,42,Good,NO2,36-061-0056,47,2004-11-05,2004-11-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-06,42,Good,NO2,36-061-0056,25,2004-11-06,2004-11-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-07,53,Moderate,PM2.5,36-005-0110,25,2004-11-07,2004-11-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-08,37,Good,NO2,36-061-0056,43,2004-11-08,2004-11-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-09,36,Good,NO2,36-061-0056,25,2004-11-09,2004-11-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-10,77,Moderate,NO2,34-013-1003,24,2004-11-10,2004-11-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-11,70,Moderate,PM2.5,34-039-0004,49,2004-11-11,2004-11-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-12,45,Good,PM2.5,34-039-0004,25,2004-11-12,2004-11-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-13,36,Good,NO2,36-061-0056,25,2004-11-13,2004-11-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-14,41,Good,NO2,36-061-0056,44,2004-11-14,2004-11-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-15,71,Moderate,NO2,34-017-0006,25,2004-11-15,2004-11-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-16,74,Moderate,NO2,34-017-0006,24,2004-11-16,2004-11-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-17,88,Moderate,PM2.5,36-005-0110,46,2004-11-17,2004-11-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-18,112,Unhealthy for Sensitive Groups,PM2.5,36-081-0124,23,2004-11-18,2004-11-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-19,66,Moderate,PM2.5,36-081-0124,23,2004-11-19,2004-11-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-20,62,Moderate,PM2.5,34-039-0004,43,2004-11-20,2004-11-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-21,70,Moderate,PM2.5,34-039-0004,23,2004-11-21,2004-11-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-22,67,Moderate,PM2.5,36-081-0124,23,2004-11-22,2004-11-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-23,74,Moderate,PM2.5,34-039-0004,45,2004-11-23,2004-11-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-24,110,Unhealthy for Sensitive Groups,NO2,34-013-1003,24,2004-11-24,2004-11-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-25,34,Good,Ozone,36-103-0009,24,2004-11-25,2004-11-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-26,42,Good,PM2.5,36-061-0056,43,2004-11-26,2004-11-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-27,55,Moderate,NO2,36-059-0005,24,2004-11-27,2004-11-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-28,38,Good,NO2,36-061-0056,24,2004-11-28,2004-11-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-29,39,Good,NO2,34-039-0004,47,2004-11-29,2004-11-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-11-30,59,Moderate,PM2.5,34-039-0004,23,2004-11-30,2004-11-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-01,40,Good,NO2,36-005-0110,22,2004-12-01,2004-12-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-02,63,Moderate,PM2.5,36-061-0056,40,2004-12-02,2004-12-02
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-03,60,Moderate,PM2.5,34-039-0004,24,2004-12-03,2004-12-03
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-04,53,Moderate,PM2.5,36-005-0110,24,2004-12-04,2004-12-04
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-05,58,Moderate,PM2.5,34-027-0004,48,2004-12-05,2004-12-05
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-06,58,Moderate,PM2.5,34-039-0004,23,2004-12-06,2004-12-06
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-07,71,Moderate,PM2.5,34-039-0004,23,2004-12-07,2004-12-07
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-08,55,Moderate,PM2.5,36-061-0056,43,2004-12-08,2004-12-08
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-09,60,Moderate,PM2.5,34-039-0004,22,2004-12-09,2004-12-09
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-10,102,Unhealthy for Sensitive Groups,NO2,34-013-1003,23,2004-12-10,2004-12-10
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-11,63,Moderate,PM2.5,36-061-0056,48,2004-12-11,2004-12-11
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-12,31,Good,NO2,36-061-0056,23,2004-12-12,2004-12-12
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-13,40,Good,NO2,36-061-0056,23,2004-12-13,2004-12-13
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-14,42,Good,PM2.5,36-061-0056,43,2004-12-14,2004-12-14
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-15,42,Good,NO2,34-039-0004,23,2004-12-15,2004-12-15
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-16,64,Moderate,PM2.5,36-005-0110,23,2004-12-16,2004-12-16
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-17,58,Moderate,PM2.5,36-061-0056,48,2004-12-17,2004-12-17
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-18,70,Moderate,PM2.5,34-039-0004,23,2004-12-18,2004-12-18
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-19,71,Moderate,PM2.5,34-039-0004,23,2004-12-19,2004-12-19
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-20,51,Moderate,PM2.5,36-005-0083,42,2004-12-20,2004-12-20
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-21,69,Moderate,PM2.5,36-005-0110,22,2004-12-21,2004-12-21
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-22,126,Unhealthy for Sensitive Groups,PM2.5,34-039-0004,22,2004-12-22,2004-12-22
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-23,85,Moderate,NO2,34-039-0004,46,2004-12-23,2004-12-23
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-24,35,Good,NO2,34-039-0004,23,2004-12-24,2004-12-24
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-25,53,Moderate,PM2.5,36-005-0110,23,2004-12-25,2004-12-25
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-26,68,Moderate,PM2.5,36-061-0128,41,2004-12-26,2004-12-26
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-27,41,Good,NO2,36-061-0056,23,2004-12-27,2004-12-27
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-28,58,Moderate,PM2.5,36-005-0110,24,2004-12-28,2004-12-28
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-29,88,Moderate,PM2.5,36-061-0056,47,2004-12-29,2004-12-29
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-30,73,Moderate,PM2.5,34-039-0004,24,2004-12-30,2004-12-30
"New York-Newark-Jersey City, NY-NJ-PA",35620,2004-12-31,84,Moderate,PM2.5,36-005-0110,25,2004-12-31,2004-12-31
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-01-01,72,Moderate,PM2.5,34-013-0015,43,2005-01-01,2005-01-01
"New York-Newark-Jersey City, NY-NJ-PA",35620,2005-01-02,38,Good,NO2,34-013-1003,24,2005-01-02,2005-01-02
