date,start_date,end_date,REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,OT,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,YEAR_WEEK
2005-11-14,2005-11-14,2005-11-20,National,X,2005,47,1.82699,1.60829,1666,X,1249,1593,X,294,4802,1301,298578,2005-47
2005-11-21,2005-11-21,2005-11-27,National,X,2005,48,1.77482,1.48311,1858,X,1583,2176,X,349,5966,1325,402264,2005-48
2005-11-28,2005-11-28,2005-12-04,National,X,2005,49,1.94451,1.65374,1987,X,1534,2463,X,387,6371,1328,385248,2005-49
2005-12-05,2005-12-05,2005-12-11,National,X,2005,50,2.35512,2.00679,2241,X,1997,3063,X,396,7697,1318,383548,2005-50
2005-12-12,2005-12-12,2005-12-18,National,X,2005,51,3.10878,2.56857,2696,X,2293,3058,X,530,8577,1287,333921,2005-51
2005-12-19,2005-12-19,2005-12-25,National,X,2005,52,3.28238,3.05278,2678,X,2882,2561,X,721,8842,1273,289638,2005-52
2005-12-26,2005-12-26,2006-01-01,National,X,2006,1,2.62914,2.42504,2422,X,2817,2366,X,734,8339,1319,343871,2006-1
2006-01-02,2006-01-02,2006-01-08,National,X,2006,2,2.2515,2.00195,2272,X,2155,2921,X,534,7882,1339,393716,2006-2
2006-01-09,2006-01-09,2006-01-15,National,X,2006,3,2.35858,2.05869,2249,X,1999,3150,X,460,7858,1297,381699,2006-3
2006-01-16,2006-01-16,2006-01-22,National,X,2006,4,2.41881,2.21277,2643,X,2281,3646,X,544,9114,1331,411882,2006-4
2006-01-23,2006-01-23,2006-01-29,National,X,2006,5,2.52752,2.3222,2612,X,2288,4153,X,498,9551,1320,411291,2006-5
2006-01-30,2006-01-30,2006-02-05,National,X,2006,6,2.64954,2.49279,2754,X,2543,4593,X,537,10427,1311,418286,2006-6
2006-02-06,2006-02-06,2006-02-12,National,X,2006,7,3.12935,2.79489,2624,X,2992,4979,X,631,11226,1288,401661,2006-7
2006-02-13,2006-02-13,2006-02-19,National,X,2006,8,3.12442,2.96911,2753,X,3073,5284,X,791,11901,1288,400827,2006-8
2006-02-20,2006-02-20,2006-02-26,National,X,2006,9,3.13099,2.83959,2579,X,2989,5008,X,767,11343,1275,399459,2006-9
2006-02-27,2006-02-27,2006-03-05,National,X,2006,10,3.08261,2.77799,2564,X,2913,5106,X,678,11261,1257,405365,2006-10
2006-03-06,2006-03-06,2006-03-12,National,X,2006,11,2.64431,2.47287,2330,X,2231,4154,X,607,9322,1241,376971,2006-11
2006-03-13,2006-03-13,2006-03-19,National,X,2006,12,2.42295,2.18061,1895,X,1919,3709,X,541,8064,1217,369804,2006-12
2006-03-20,2006-03-20,2006-03-26,National,X,2006,13,2.31141,2.0168,1697,X,1745,3393,X,478,7313,1165,362605,2006-13
2006-03-27,2006-03-27,2006-04-02,National,X,2006,14,1.86383,1.64101,1437,X,1299,2660,X,342,5738,1133,349662,2006-14
2006-04-03,2006-04-03,2006-04-09,National,X,2006,15,1.44943,1.35829,1181,X,1067,2014,X,285,4547,1087,334760,2006-15
2006-04-10,2006-04-10,2006-04-16,National,X,2006,16,1.30227,1.1428,959,X,873,1479,X,239,3550,1045,310641,2006-16
2006-04-17,2006-04-17,2006-04-23,National,X,2006,17,1.13459,1.04031,836,X,779,1382,X,180,3177,1017,305389,2006-17
2006-04-24,2006-04-24,2006-04-30,National,X,2006,18,1.06255,0.964347,745,X,637,1208,X,190,2780,958,288278,2006-18
2006-05-01,2006-05-01,2006-05-07,National,X,2006,19,1.03428,0.937982,745,X,621,1039,X,187,2592,919,276338,2006-19
2006-05-08,2006-05-08,2006-05-14,National,X,2006,20,1.01791,0.947449,715,X,582,969,X,162,2428,877,256267,2006-20
2006-05-15,2006-05-15,2006-05-21,National,X,2006,21,0.918151,0.891918,699,X,452,764,X,146,2061,783,231075,2006-21
2006-05-22,2006-05-22,2006-05-28,National,X,2006,22,0.93099,0.864643,572,X,404,561,X,108,1645,649,190252,2006-22
2006-05-29,2006-05-29,2006-06-04,National,X,2006,23,0.857294,0.97032,754,X,564,626,X,131,2075,635,213847,2006-23
2006-06-05,2006-06-05,2006-06-11,National,X,2006,24,0.786294,0.84439,514,X,388,447,X,81,1430,615,169353,2006-24
2006-06-12,2006-06-12,2006-06-18,National,X,2006,25,0.719426,0.77487,463,X,328,409,X,100,1300,610,167770,2006-25
2006-06-19,2006-06-19,2006-06-25,National,X,2006,26,0.718868,0.821372,466,X,323,390,X,92,1271,572,154741,2006-26
2006-06-26,2006-06-26,2006-07-02,National,X,2006,27,0.774807,0.872745,437,X,305,402,X,71,1215,565,139216,2006-27
2006-07-03,2006-07-03,2006-07-09,National,X,2006,28,0.76598,0.922635,549,X,449,511,X,108,1617,577,175259,2006-28
2006-07-10,2006-07-10,2006-07-16,National,X,2006,29,0.642809,0.899487,541,X,460,440,X,112,1553,564,172654,2006-29
2006-07-17,2006-07-17,2006-07-23,National,X,2006,30,0.622033,0.843082,502,X,422,403,X,128,1455,564,172581,2006-30
2006-07-24,2006-07-24,2006-07-30,National,X,2006,31,0.616326,0.881824,508,X,402,430,X,88,1428,551,161937,2006-31
2006-07-31,2006-07-31,2006-08-06,National,X,2006,32,0.685694,0.817145,473,X,383,435,X,82,1373,547,168024,2006-32
2006-08-07,2006-08-07,2006-08-13,National,X,2006,33,0.622697,0.8715,510,X,390,466,X,91,1457,536,167183,2006-33
2006-08-14,2006-08-14,2006-08-20,National,X,2006,34,0.611817,0.738621,404,X,279,379,X,76,1138,503,154071,2006-34
2006-08-21,2006-08-21,2006-08-27,National,X,2006,35,0.638831,0.797966,398,X,292,457,X,77,1224,488,153390,2006-35
2006-08-28,2006-08-28,2006-09-03,National,X,2006,36,0.806627,1.01394,492,X,396,506,X,69,1463,491,144289,2006-36
2006-09-04,2006-09-04,2006-09-10,National,X,2006,37,0.762448,0.880936,446,X,361,521,X,78,1406,487,159603,2006-37
2006-09-11,2006-09-11,2006-09-17,National,X,2006,38,0.813406,0.943366,511,X,362,534,X,80,1487,455,157627,2006-38
2006-09-18,2006-09-18,2006-09-24,National,X,2006,39,0.807934,0.891546,476,X,364,512,X,81,1433,469,160732,2006-39
2006-09-25,2006-09-25,2006-10-01,National,X,2006,40,1.15384,1.20322,1434,X,1116,1699,X,264,4513,1323,375076,2006-40
2006-10-02,2006-10-02,2006-10-08,National,X,2006,41,1.14819,1.05788,1278,X,992,1602,X,200,4072,1361,384920,2006-41
2006-10-09,2006-10-09,2006-10-15,National,X,2006,42,1.22736,1.13054,1543,X,1099,1830,X,265,4737,1425,419005,2006-42
2006-10-16,2006-10-16,2006-10-22,National,X,2006,43,1.21744,1.12552,1582,X,1086,1996,X,224,4888,1445,434287,2006-43
2006-10-23,2006-10-23,2006-10-29,National,X,2006,44,1.32813,1.20808,1672,X,1157,2270,X,281,5380,1473,445334,2006-44
2006-10-30,2006-10-30,2006-11-05,National,X,2006,45,1.47754,1.34952,2112,X,1320,2393,X,314,6139,1497,454901,2006-45
2006-11-06,2006-11-06,2006-11-12,National,X,2006,46,1.5339,1.4689,2355,X,1342,2681,X,290,6668,1474,453945,2006-46
2006-11-13,2006-11-13,2006-11-19,National,X,2006,47,1.91269,1.82767,2188,X,1409,2202,X,357,6156,1488,336822,2006-47
2006-11-20,2006-11-20,2006-11-26,National,X,2006,48,1.838,1.6656,2573,X,1774,2792,X,391,7530,1486,452089,2006-48
2006-11-27,2006-11-27,2006-12-03,National,X,2006,49,1.95376,1.85968,2643,X,1804,3244,X,431,8122,1493,436741,2006-49
2006-12-04,2006-12-04,2006-12-10,National,X,2006,50,2.40407,2.38891,3270,X,2177,4470,X,479,10396,1492,435177,2006-50
2006-12-11,2006-12-11,2006-12-17,National,X,2006,51,2.87453,2.78978,3387,X,2237,4065,X,503,10192,1435,365334,2006-51
2006-12-18,2006-12-18,2006-12-24,National,X,2006,52,3.02597,3.11549,3243,X,2216,2868,X,586,8913,1359,286087,2006-52
2007-01-01,2007-01-01,2007-01-07,National,X,2007,1,2.37817,2.26942,2927,X,2394,2481,X,584,8386,1490,369521,2007-1
2007-01-08,2007-01-08,2007-01-14,National,X,2007,2,2.09232,1.86355,2507,X,2018,2756,X,480,7761,1467,416464,2007-2
2007-01-15,2007-01-15,2007-01-21,National,X,2007,3,2.29396,1.99986,2548,X,1701,3248,X,412,7909,1470,395477,2007-3
2007-01-22,2007-01-22,2007-01-28,National,X,2007,4,2.74501,2.4406,3410,X,2257,4684,X,537,10888,1495,446119,2007-4
2007-01-29,2007-01-29,2007-02-04,National,X,2007,5,3.04434,2.83018,3456,X,2559,5648,X,457,12120,1472,428241,2007-5
2007-02-05,2007-02-05,2007-02-11,National,X,2007,6,3.49999,3.12343,3840,X,2910,6995,X,452,14197,1484,454533,2007-6
2007-02-12,2007-02-12,2007-02-18,National,X,2007,7,3.57851,3.27019,3879,X,2955,6668,X,529,14031,1461,429057,2007-7
2007-02-19,2007-02-19,2007-02-25,National,X,2007,8,3.28979,3.17757,3728,X,3175,6537,X,608,14048,1460,442099,2007-8
2007-02-26,2007-02-26,2007-03-04,National,X,2007,9,2.89149,2.72364,3016,X,2778,5429,X,578,11801,1428,433281,2007-9
2007-03-05,2007-03-05,2007-03-11,National,X,2007,10,2.62075,2.50201,2798,X,2533,4937,X,447,10715,1408,428255,2007-10
2007-03-12,2007-03-12,2007-03-18,National,X,2007,11,2.53387,2.4272,2668,X,2426,4031,X,472,9597,1361,395394,2007-11
2007-03-19,2007-03-19,2007-03-25,National,X,2007,12,2.07251,1.96041,2049,X,1857,3307,X,349,7562,1333,385735,2007-12
2007-03-26,2007-03-26,2007-04-01,National,X,2007,13,1.87084,1.5914,1664,X,1625,2508,X,351,6148,1303,386327,2007-13
2007-04-02,2007-04-02,2007-04-08,National,X,2007,14,1.40042,1.36978,1445,X,1379,1803,X,331,4958,1284,361955,2007-14
2007-04-09,2007-04-09,2007-04-15,National,X,2007,15,1.46887,1.36317,1429,X,1274,1821,X,345,4869,1240,357183,2007-15
2007-04-16,2007-04-16,2007-04-22,National,X,2007,16,1.15514,1.1737,1257,X,1112,1523,X,287,4179,1206,356055,2007-16
2007-04-23,2007-04-23,2007-04-29,National,X,2007,17,1.07901,1.06358,1152,X,937,1386,X,220,3695,1152,347413,2007-17
2007-04-30,2007-04-30,2007-05-06,National,X,2007,18,0.98492,0.969711,969,X,755,1143,X,210,3077,1119,317311,2007-18
2007-05-07,2007-05-07,2007-05-13,National,X,2007,19,1.03325,0.965362,917,X,713,1055,X,175,2860,1057,296262,2007-19
2007-05-14,2007-05-14,2007-05-20,National,X,2007,20,0.926649,0.856749,815,X,590,861,X,176,2442,1025,285031,2007-20
2007-05-21,2007-05-21,2007-05-27,National,X,2007,21,0.9201,0.863346,761,X,561,785,X,136,2243,925,259803,2007-21
2007-05-28,2007-05-28,2007-06-03,National,X,2007,22,0.954094,0.93537,722,X,554,652,X,130,2058,831,220020,2007-22
2007-06-04,2007-06-04,2007-06-10,National,X,2007,23,0.763278,0.745569,628,X,422,510,X,119,1679,796,225197,2007-23
2007-06-11,2007-06-11,2007-06-17,National,X,2007,24,0.81722,0.740428,598,X,413,469,X,134,1614,771,217982,2007-24
2007-06-18,2007-06-18,2007-06-24,National,X,2007,25,0.764586,0.672897,521,X,394,441,X,100,1456,749,216378,2007-25
2007-06-25,2007-06-25,2007-07-01,National,X,2007,26,0.793127,0.666282,514,X,431,408,X,102,1455,742,218376,2007-26
2007-07-02,2007-07-02,2007-07-08,National,X,2007,27,0.66909,0.662747,394,X,313,360,X,102,1169,711,176387,2007-27
2007-07-09,2007-07-09,2007-07-15,National,X,2007,28,0.62115,0.545619,366,X,296,372,X,52,1086,697,199040,2007-28
2007-07-16,2007-07-16,2007-07-22,National,X,2007,29,0.603659,0.586231,446,X,335,345,X,85,1211,698,206574,2007-29
2007-07-23,2007-07-23,2007-07-29,National,X,2007,30,0.649058,0.660687,477,X,391,392,X,96,1356,691,205241,2007-30
2007-07-30,2007-07-30,2007-08-05,National,X,2007,31,0.568338,0.534093,321,X,344,311,X,61,1037,677,194161,2007-31
2007-08-06,2007-08-06,2007-08-12,National,X,2007,32,0.651546,0.585549,389,X,320,385,X,78,1172,667,200154,2007-32
2007-08-13,2007-08-13,2007-08-19,National,X,2007,33,0.652176,0.618075,439,X,338,411,X,95,1283,666,207580,2007-33
2007-08-20,2007-08-20,2007-08-26,National,X,2007,34,0.803849,0.687465,495,X,408,457,X,88,1448,671,210629,2007-34
2007-08-27,2007-08-27,2007-09-02,National,X,2007,35,0.787458,0.715696,502,X,416,500,X,108,1526,652,213219,2007-35
2007-09-03,2007-09-03,2007-09-09,National,X,2007,36,0.943263,0.829313,519,X,417,545,X,73,1554,641,187384,2007-36
2007-09-10,2007-09-10,2007-09-16,National,X,2007,37,0.946932,0.800912,496,X,417,682,X,99,1694,638,211509,2007-37
2007-09-17,2007-09-17,2007-09-23,National,X,2007,38,0.987146,0.918484,609,X,502,681,X,121,1913,632,208278,2007-38
2007-09-24,2007-09-24,2007-09-30,National,X,2007,39,1.05206,0.814259,729,X,583,788,X,128,2228,703,273623,2007-39
2007-10-01,2007-10-01,2007-10-07,National,X,2007,40,0.995184,1.07197,2187,X,1167,1997,X,290,5641,1373,526227,2007-40
2007-10-08,2007-10-08,2007-10-14,National,X,2007,41,1.22003,1.21786,2387,X,1321,2433,X,303,6444,1429,529126,2007-41
2007-10-15,2007-10-15,2007-10-21,National,X,2007,42,1.28548,1.24576,2583,X,1455,2551,X,352,6941,1449,557172,2007-42
2007-10-22,2007-10-22,2007-10-28,National,X,2007,43,1.3775,1.35984,2871,X,1400,2788,X,375,7434,1477,546680,2007-43
2007-10-29,2007-10-29,2007-11-04,National,X,2007,44,1.46725,1.44671,3074,X,1475,2998,X,368,7915,1485,547104,2007-44
2007-11-05,2007-11-05,2007-11-11,National,X,2007,45,1.55841,1.53286,3398,X,1609,3303,X,377,8687,1539,566717,2007-45
2007-11-12,2007-11-12,2007-11-18,National,X,2007,46,1.61958,1.66653,3563,X,1780,3290,X,471,9104,1516,546284,2007-46
2007-11-19,2007-11-19,2007-11-25,National,X,2007,47,1.8112,1.97488,3651,X,1812,2631,X,476,8570,1523,433951,2007-47
2007-11-26,2007-11-26,2007-12-02,National,X,2007,48,1.61865,1.67305,3679,X,1921,3158,X,413,9171,1513,548159,2007-48
2007-12-03,2007-12-03,2007-12-09,National,X,2007,49,1.62124,1.63405,3365,X,1772,2907,X,392,8436,1487,516263,2007-49
2007-12-10,2007-12-10,2007-12-16,National,X,2007,50,1.67351,1.74595,3298,X,1697,2694,X,402,8091,1453,463416,2007-50
2007-12-17,2007-12-17,2007-12-23,National,X,2007,51,1.95096,1.93643,3580,X,1987,2724,X,459,8750,1420,451862,2007-51
2007-12-24,2007-12-24,2007-12-30,National,X,2007,52,2.50019,2.48905,3848,X,2184,2348,X,522,8902,1426,357646,2007-52
2007-12-31,2007-12-31,2008-01-06,National,X,2008,1,2.43939,2.25405,3737,X,2731,2568,X,670,9706,1486,430603,2008-1
2008-01-07,2008-01-07,2008-01-13,National,X,2008,2,2.29319,2.09147,3393,X,3262,3644,X,816,11115,1509,531444,2008-2
2008-01-14,2008-01-14,2008-01-20,National,X,2008,3,2.62907,2.35934,3664,X,3038,4900,X,595,12197,1511,516966,2008-3
2008-01-21,2008-01-21,2008-01-27,National,X,2008,4,3.92966,3.32331,4289,X,4499,7661,X,722,17171,1508,516683,2008-4
2008-01-28,2008-01-28,2008-02-03,National,X,2008,5,4.99202,4.43381,5222,X,6595,11974,X,1021,24812,1514,559609,2008-5
2008-02-04,2008-02-04,2008-02-10,National,X,2008,6,5.7776,5.34547,6059,X,9212,15323,X,1302,31896,1526,596692,2008-6
2008-02-11,2008-02-11,2008-02-17,National,X,2008,7,5.98318,5.42258,6244,X,9487,14336,X,1558,31625,1518,583210,2008-7
2008-02-18,2008-02-18,2008-02-24,National,X,2008,8,5.61677,5.30303,5922,X,9812,12783,X,1728,30245,1497,570334,2008-8
2008-02-25,2008-02-25,2008-03-02,National,X,2008,9,4.53234,4.24456,4978,X,8583,9958,X,1508,25027,1453,589626,2008-9
2008-03-03,2008-03-03,2008-03-09,National,X,2008,10,3.83249,3.628,4420,X,6781,7849,X,1204,20254,1445,558269,2008-10
2008-03-10,2008-03-10,2008-03-16,National,X,2008,11,3.21522,3.03463,3878,X,5676,6112,X,1048,16714,1412,550776,2008-11
2008-03-17,2008-03-17,2008-03-23,National,X,2008,12,2.69245,2.53595,3153,X,4520,4493,X,874,13040,1395,514205,2008-12
2008-03-24,2008-03-24,2008-03-30,National,X,2008,13,2.03366,2.0573,2689,X,3496,3395,X,796,10376,1379,504350,2008-13
2008-03-31,2008-03-31,2008-04-06,National,X,2008,14,1.65275,1.7415,2372,X,2872,2697,X,642,8583,1327,492850,2008-14
2008-04-07,2008-04-07,2008-04-13,National,X,2008,15,1.3113,1.40652,2045,X,2160,2354,X,486,7045,1318,500881,2008-15
2008-04-14,2008-04-14,2008-04-20,National,X,2008,16,1.1652,1.26861,1857,X,1802,2013,X,407,6079,1288,479187,2008-16
2008-04-21,2008-04-21,2008-04-27,National,X,2008,17,1.02035,1.07719,1572,X,1345,1713,X,323,4953,1208,459808,2008-17
2008-04-28,2008-04-28,2008-05-04,National,X,2008,18,0.877607,0.993445,1466,X,1107,1416,X,235,4224,1147,425187,2008-18
2008-05-05,2008-05-05,2008-05-11,National,X,2008,19,0.825107,0.911212,1356,X,1066,1381,X,208,4011,1098,440183,2008-19
2008-05-12,2008-05-12,2008-05-18,National,X,2008,20,0.787315,0.972109,1439,X,980,1274,X,211,3904,1074,401601,2008-20
2008-05-19,2008-05-19,2008-05-25,National,X,2008,21,0.805439,0.993258,1393,X,926,1116,X,211,3646,945,367075,2008-21
2008-05-26,2008-05-26,2008-06-01,National,X,2008,22,0.886061,1.09132,1473,X,1004,1083,X,243,3803,869,348477,2008-22
2008-06-02,2008-06-02,2008-06-08,National,X,2008,23,0.743743,0.888446,1159,X,729,906,X,139,2933,789,330127,2008-23
2008-06-09,2008-06-09,2008-06-15,National,X,2008,24,0.706842,0.887691,1113,X,720,886,X,187,2906,764,327366,2008-24
2008-06-16,2008-06-16,2008-06-22,National,X,2008,25,0.655943,0.883187,1115,X,712,855,X,160,2842,755,321789,2008-25
2008-06-23,2008-06-23,2008-06-29,National,X,2008,26,0.633492,0.826756,937,X,654,810,X,133,2534,730,306499,2008-26
2008-06-30,2008-06-30,2008-07-06,National,X,2008,27,0.571837,0.783201,913,X,575,762,X,155,2405,713,307073,2008-27
2008-07-07,2008-07-07,2008-07-13,National,X,2008,28,0.558278,0.78061,881,X,669,749,X,132,2431,710,311423,2008-28
2008-07-14,2008-07-14,2008-07-20,National,X,2008,29,0.597893,0.769073,826,X,619,703,X,171,2319,696,301532,2008-29
2008-07-21,2008-07-21,2008-07-27,National,X,2008,30,0.577222,0.721298,779,X,552,704,X,131,2166,694,300292,2008-30
2008-07-28,2008-07-28,2008-08-03,National,X,2008,31,0.596987,0.752527,788,X,599,763,X,139,2289,676,304175,2008-31
2008-08-04,2008-08-04,2008-08-10,National,X,2008,32,0.564653,0.752721,679,X,619,706,X,216,2220,668,294930,2008-32
2008-08-11,2008-08-11,2008-08-17,National,X,2008,33,0.585682,0.792766,789,X,650,745,X,184,2368,657,298701,2008-33
2008-08-18,2008-08-18,2008-08-24,National,X,2008,34,0.503985,0.743896,730,X,619,754,X,134,2237,657,300714,2008-34
2008-08-25,2008-08-25,2008-08-31,National,X,2008,35,0.468139,0.814166,794,X,616,892,X,127,2429,636,298342,2008-35
2008-09-01,2008-09-01,2008-09-07,National,X,2008,36,0.576455,0.838401,774,X,663,880,X,144,2461,666,293535,2008-36
2008-09-08,2008-09-08,2008-09-14,National,X,2008,37,0.681361,0.851124,859,X,758,994,X,177,2788,685,327567,2008-37
2008-09-15,2008-09-15,2008-09-21,National,X,2008,38,0.794764,1.10976,1062,X,958,1527,X,188,3735,679,336560,2008-38
2008-09-22,2008-09-22,2008-09-28,National,X,2008,39,0.868116,1.03114,983,X,932,1306,X,179,3400,716,329731,2008-39
2008-09-29,2008-09-29,2008-10-05,National,X,2008,40,1.06828,1.02284,1535,X,1476,2352,X,324,5687,1435,555999,2008-40
2008-10-06,2008-10-06,2008-10-12,National,X,2008,41,1.00756,1.03017,1861,X,1485,2291,X,322,5959,1500,578446,2008-41
2008-10-13,2008-10-13,2008-10-19,National,X,2008,42,0.979399,1.01245,1869,X,1467,2219,X,341,5896,1525,582351,2008-42
2008-10-20,2008-10-20,2008-10-26,National,X,2008,43,1.04943,1.08359,1976,X,1668,2474,X,367,6485,1527,598473,2008-43
2008-10-27,2008-10-27,2008-11-02,National,X,2008,44,1.13218,1.16578,2119,X,1869,2547,X,452,6987,1545,599343,2008-44
2008-11-03,2008-11-03,2008-11-09,National,X,2008,45,1.13156,1.1913,2276,X,1981,2668,X,372,7297,1555,612526,2008-45
2008-11-10,2008-11-10,2008-11-16,National,X,2008,46,1.15469,1.28075,2512,X,1889,2854,X,412,7667,1555,598635,2008-46
2008-11-17,2008-11-17,2008-11-23,National,X,2008,47,1.20448,1.27053,2600,X,1893,2828,X,412,7733,1563,608646,2008-47
2008-11-24,2008-11-24,2008-11-30,National,X,2008,48,1.36081,1.59578,3024,X,1741,2412,X,457,7634,1523,478386,2008-48
2008-12-01,2008-12-01,2008-12-07,National,X,2008,49,1.30322,1.4585,3114,X,2212,2913,X,469,8708,1551,597052,2008-49
2008-12-08,2008-12-08,2008-12-14,National,X,2008,50,1.30204,1.49921,3252,X,1974,3024,X,439,8689,1543,579573,2008-50
2008-12-15,2008-12-15,2008-12-21,National,X,2008,51,1.45109,1.62982,3137,X,1640,2579,X,456,7812,1416,479318,2008-51
2008-12-22,2008-12-22,2008-12-28,National,X,2008,52,1.79927,2.15561,3897,X,1947,2367,X,495,8706,1484,403876,2008-52
2008-12-29,2008-12-29,2009-01-04,National,X,2008,53,2.12134,2.02053,3814,X,2163,2042,X,584,8603,1490,425780,2008-53
2008-12-29,2008-12-29,2009-01-04,National,X,2009,1,1.47138,1.54566,3245,X,2606,2548,X,557,8956,1539,579428,2009-1
2009-01-05,2009-01-05,2009-01-11,National,X,2009,2,1.61555,1.64224,3142,X,2329,3345,X,473,9289,1512,565631,2009-2
2009-01-12,2009-01-12,2009-01-18,National,X,2009,3,1.95333,1.96524,3602,X,2821,4597,X,436,11456,1566,582932,2009-3
2009-01-19,2009-01-19,2009-01-25,National,X,2009,4,2.42907,2.34368,4039,X,3215,6602,X,468,14324,1554,611176,2009-4
2009-01-26,2009-01-26,2009-02-01,National,X,2009,5,2.96686,2.86057,4606,X,4240,8882,X,540,18268,1580,638613,2009-5
2009-02-02,2009-02-02,2009-02-08,National,X,2009,6,3.57354,3.3421,5064,X,4636,11215,X,752,21667,1569,648304,2009-6
2009-02-09,2009-02-09,2009-02-15,National,X,2009,7,3.36653,3.20566,4848,X,4685,9851,X,638,20022,1543,624583,2009-7
2009-02-16,2009-02-16,2009-02-22,National,X,2009,8,3.2962,3.10049,4694,X,5007,10092,X,657,20450,1544,659573,2009-8
2009-02-23,2009-02-23,2009-03-01,National,X,2009,9,3.17227,2.95819,4420,X,4272,9116,X,633,18441,1534,623389,2009-9
2009-03-02,2009-03-02,2009-03-08,National,X,2009,10,2.5804,2.46381,4046,X,3601,7446,X,618,15711,1524,637672,2009-10
2009-03-09,2009-03-09,2009-03-15,National,X,2009,11,2.42922,2.19272,3657,X,3002,6036,X,582,13277,1494,605503,2009-11
2009-03-16,2009-03-16,2009-03-22,National,X,2009,12,1.99028,1.87395,3237,X,2661,5052,X,450,11400,1470,608342,2009-12
2009-03-23,2009-03-23,2009-03-29,National,X,2009,13,1.72423,1.64817,2829,X,2158,4283,X,399,9669,1440,586651,2009-13
2009-03-30,2009-03-30,2009-04-05,National,X,2009,14,1.60355,1.49878,2577,X,2085,3407,X,391,8460,1422,564460,2009-14
2009-04-06,2009-04-06,2009-04-12,National,X,2009,15,1.28418,1.29233,2371,X,1727,2761,X,363,7222,1415,558837,2009-15
2009-04-13,2009-04-13,2009-04-19,National,X,2009,16,1.2932,1.27164,2353,X,1743,2855,X,397,7348,1445,577836,2009-16
2009-04-20,2009-04-20,2009-04-26,National,X,2009,17,2.74012,2.98159,4821,X,5093,8043,X,670,18627,1405,624734,2009-17
2009-04-27,2009-04-27,2009-05-03,National,X,2009,18,2.22391,2.43702,3920,X,3875,6221,X,562,14578,1422,598189,2009-18
2009-05-04,2009-05-04,2009-05-10,National,X,2009,19,1.76657,2.2813,3236,X,3018,5888,X,412,12554,1372,550300,2009-19
2009-05-11,2009-05-11,2009-05-17,National,X,2009,20,1.92171,3.81572,4188,X,4136,12026,X,424,20774,1331,544432,2009-20
2009-05-18,2009-05-18,2009-05-24,National,X,2009,21,1.8611,4.21315,4496,X,4950,12461,X,487,22394,1314,531526,2009-21
2009-05-25,2009-05-25,2009-05-31,National,X,2009,22,1.68423,3.17832,3865,X,4213,8615,X,412,17105,1305,538177,2009-22
2009-06-01,2009-06-01,2009-06-07,National,X,2009,23,1.7393,2.50972,3072,X,3276,5660,X,384,12392,1296,493761,2009-23
2009-06-08,2009-06-08,2009-06-14,National,X,2009,24,1.83001,2.06632,2623,X,3084,4740,X,333,10780,1280,521701,2009-24
2009-06-15,2009-06-15,2009-06-21,National,X,2009,25,1.58128,1.71805,2299,X,2476,3700,X,326,8801,1279,512268,2009-25
2009-06-22,2009-06-22,2009-06-28,National,X,2009,26,1.49172,1.55965,2145,X,2023,2893,X,361,7422,1237,475877,2009-26
2009-06-29,2009-06-29,2009-07-05,National,X,2009,27,1.389,1.30856,1701,X,1815,2481,X,293,6290,1246,480680,2009-27
2009-07-06,2009-07-06,2009-07-12,National,X,2009,28,1.34702,1.18695,1581,X,1708,2437,X,238,5964,1248,502466,2009-28
2009-07-13,2009-07-13,2009-07-19,National,X,2009,29,1.16056,1.13796,1608,X,1611,2285,X,231,5735,1248,503971,2009-29
2009-07-20,2009-07-20,2009-07-26,National,X,2009,30,1.2085,1.15005,1519,X,1575,2199,X,294,5587,1254,485804,2009-30
2009-07-27,2009-07-27,2009-08-02,National,X,2009,31,1.15544,1.11262,1651,X,1530,2082,X,263,5526,1230,496666,2009-31
2009-08-03,2009-08-03,2009-08-09,National,X,2009,32,1.14518,1.16142,1645,X,1646,2321,X,265,5877,1234,506019,2009-32
2009-08-10,2009-08-10,2009-08-16,National,X,2009,33,1.4664,1.64107,2167,X,2168,4210,X,396,8941,1286,544827,2009-33
2009-08-17,2009-08-17,2009-08-23,National,X,2009,34,2.38017,2.47166,2883,X,2977,8253,X,443,14556,1320,588916,2009-34
2009-08-24,2009-08-24,2009-08-30,National,X,2009,35,3.44681,3.71969,3713,X,3982,13114,X,541,21350,1358,573972,2009-35
2009-08-31,2009-08-31,2009-09-06,National,X,2009,36,4.05315,3.94975,4087,X,4547,13407,X,520,22561,1367,571201,2009-36
2009-09-07,2009-09-07,2009-09-13,National,X,2009,37,4.26621,4.08756,4445,X,5668,15326,X,652,26091,1380,638302,2009-37
2009-09-14,2009-09-14,2009-09-20,National,X,2009,38,4.21579,4.01897,4462,X,5252,14152,X,588,24454,1313,608464,2009-38
2009-09-21,2009-09-21,2009-09-27,National,X,2009,39,4.8861,4.60362,4974,X,6090,16291,X,564,27919,1331,606458,2009-39
2009-09-28,2009-09-28,2009-10-04,National,X,2009,40,6.06923,5.66087,9302,8554,X,27406,2255,903,48420,2056,855346,2009-40
2009-10-05,2009-10-05,2009-10-11,National,X,2009,41,7.09467,6.81522,11527,10271,X,32585,2800,1013,58196,2134,853912,2009-41
